,age,job,marital,education,default,housing,loan,contact,month,day_of_week
434,44,blue-collar,married,professional.course,no,yes,yes,cellular,may,tue
435,45,blue-collar,single,basic.4y,unknown,no,no,telephone,jun,tue
436,32,admin.,single,university.degree,no,no,no,cellular,aug,thu
437,24,unknown,single,university.degree,no,yes,yes,cellular,jun,tue
438,35,blue-collar,divorced,basic.9y,no,yes,yes,telephone,may,mon
439,29,services,married,high.school,no,yes,no,telephone,may,tue
440,27,admin.,divorced,high.school,no,yes,no,telephone,may,tue
441,53,technician,married,professional.course,unknown,yes,no,telephone,may,tue
442,33,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed
443,27,blue-collar,single,basic.4y,no,no,no,cellular,jul,thu
444,46,blue-collar,married,basic.4y,no,no,no,cellular,aug,wed
445,40,admin.,married,university.degree,no,no,no,cellular,jul,mon
446,37,services,single,basic.9y,no,yes,no,cellular,nov,mon
447,38,technician,divorced,high.school,no,no,no,cellular,aug,mon
448,46,blue-collar,married,basic.9y,no,no,no,telephone,nov,wed
449,70,retired,married,basic.4y,no,yes,no,telephone,mar,mon
450,35,admin.,married,high.school,no,yes,no,telephone,may,fri
451,70,retired,married,basic.4y,no,yes,no,cellular,aug,tue
452,25,services,married,basic.9y,no,no,no,cellular,jul,wed
453,41,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,mon
454,25,admin.,single,high.school,no,no,no,cellular,jul,wed
455,28,services,married,high.school,no,no,no,telephone,may,mon
456,34,services,divorced,basic.9y,no,yes,yes,telephone,may,thu
457,48,technician,married,professional.course,no,no,no,cellular,nov,wed
458,24,student,single,high.school,no,no,no,cellular,aug,fri
459,52,management,married,professional.course,no,yes,yes,telephone,may,tue
460,18,student,single,basic.6y,no,yes,no,cellular,aug,mon
461,38,admin.,married,high.school,no,yes,no,telephone,jun,thu
462,54,technician,divorced,basic.9y,no,yes,no,telephone,jun,mon
463,30,management,married,high.school,no,yes,no,cellular,aug,tue
464,41,admin.,single,university.degree,unknown,yes,yes,telephone,may,mon
465,43,services,married,high.school,no,yes,no,telephone,may,mon
466,46,management,married,university.degree,no,no,no,cellular,jul,mon
467,34,blue-collar,married,basic.9y,no,no,no,cellular,may,tue
468,30,admin.,married,university.degree,no,no,no,cellular,apr,tue
469,41,entrepreneur,married,basic.9y,no,yes,no,telephone,may,thu
470,38,blue-collar,single,basic.6y,no,yes,no,cellular,nov,wed
471,30,admin.,married,university.degree,no,no,no,cellular,jul,fri
472,36,admin.,single,high.school,no,yes,no,cellular,apr,fri
473,29,technician,married,university.degree,no,no,no,cellular,jun,wed
474,39,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,mon
475,48,technician,married,basic.4y,unknown,no,no,cellular,nov,fri
476,39,management,single,high.school,unknown,no,no,telephone,nov,tue
477,31,blue-collar,married,basic.6y,no,yes,no,telephone,jun,fri
478,46,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed
479,36,self-employed,divorced,basic.4y,no,no,no,telephone,may,fri
480,40,technician,married,professional.course,no,yes,no,cellular,nov,tue
481,49,admin.,single,university.degree,no,no,no,cellular,apr,thu
482,45,admin.,married,university.degree,no,no,no,cellular,sep,mon
483,34,admin.,married,university.degree,no,yes,no,cellular,sep,wed
484,32,services,married,high.school,no,no,no,telephone,may,tue
485,37,admin.,married,high.school,no,unknown,unknown,cellular,jul,thu
486,31,admin.,single,university.degree,no,yes,no,cellular,aug,tue
487,36,admin.,married,professional.course,no,yes,no,cellular,aug,mon
488,35,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,thu
489,28,admin.,single,high.school,no,yes,no,cellular,may,tue
490,47,technician,married,basic.9y,no,no,yes,cellular,nov,wed
491,51,management,divorced,university.degree,no,yes,no,telephone,jul,wed
492,44,technician,married,university.degree,no,no,no,telephone,may,mon
493,33,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri
494,32,admin.,single,university.degree,no,yes,no,telephone,aug,fri
495,48,admin.,single,high.school,no,yes,no,cellular,aug,mon
496,59,services,married,university.degree,no,yes,no,cellular,oct,mon
497,46,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon
498,31,blue-collar,married,basic.9y,no,no,yes,telephone,jun,wed
499,42,management,married,basic.6y,no,yes,yes,cellular,nov,fri
500,44,blue-collar,married,basic.6y,unknown,no,no,cellular,aug,thu
501,52,blue-collar,married,basic.9y,no,no,no,cellular,aug,tue
502,38,housemaid,married,basic.4y,no,no,no,cellular,aug,thu
503,55,admin.,married,university.degree,unknown,no,yes,cellular,aug,fri
504,36,blue-collar,single,basic.4y,no,no,no,telephone,may,thu
505,44,technician,single,professional.course,no,yes,no,cellular,jul,thu
506,41,technician,married,basic.9y,no,no,no,telephone,may,wed
507,41,admin.,divorced,high.school,no,yes,no,cellular,nov,fri
508,52,blue-collar,married,high.school,no,yes,no,cellular,may,tue
509,34,technician,married,professional.course,no,yes,no,cellular,aug,fri
510,40,admin.,divorced,university.degree,no,no,no,cellular,jul,mon
511,42,management,married,university.degree,no,no,no,cellular,may,fri
512,44,blue-collar,married,basic.4y,no,no,no,telephone,may,mon
513,21,student,single,high.school,no,no,no,cellular,apr,mon
514,59,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri
515,39,management,married,university.degree,no,no,yes,cellular,apr,mon
516,42,technician,married,university.degree,unknown,no,no,telephone,jun,tue
517,29,admin.,divorced,university.degree,no,no,no,telephone,jun,mon
518,39,admin.,single,high.school,no,no,no,cellular,aug,thu
519,32,technician,married,professional.course,unknown,no,no,cellular,aug,thu
520,35,admin.,divorced,high.school,no,yes,yes,telephone,apr,thu
521,41,entrepreneur,single,university.degree,unknown,yes,no,telephone,may,tue
522,34,blue-collar,married,basic.4y,no,no,no,cellular,nov,mon
523,33,blue-collar,single,basic.9y,no,yes,yes,telephone,jul,tue
524,40,self-employed,married,unknown,unknown,no,no,telephone,jul,mon
525,35,blue-collar,married,basic.9y,no,yes,no,telephone,jul,mon
526,38,blue-collar,married,basic.4y,no,no,yes,telephone,may,tue
527,22,services,single,professional.course,no,no,no,cellular,jul,tue
528,55,retired,married,basic.4y,no,no,no,cellular,jul,wed
529,49,entrepreneur,married,university.degree,no,no,no,cellular,jul,tue
530,41,technician,married,university.degree,no,yes,no,cellular,aug,mon
531,31,admin.,single,university.degree,unknown,yes,yes,cellular,may,fri
532,54,retired,divorced,high.school,no,yes,no,telephone,may,mon
533,44,blue-collar,married,basic.4y,no,no,no,cellular,jul,tue
534,34,admin.,married,university.degree,no,no,no,telephone,may,fri
535,40,admin.,married,university.degree,no,yes,no,telephone,jun,fri
536,26,student,single,university.degree,no,yes,no,telephone,may,wed
537,39,housemaid,married,basic.4y,no,no,yes,cellular,aug,mon
538,37,admin.,married,high.school,no,yes,yes,telephone,may,tue
539,36,admin.,married,university.degree,no,no,no,cellular,may,mon
540,51,technician,married,high.school,no,yes,no,cellular,aug,wed
541,39,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu
542,44,blue-collar,divorced,basic.6y,unknown,no,no,cellular,jul,fri
543,52,admin.,married,high.school,no,yes,yes,cellular,aug,wed
544,54,technician,married,professional.course,no,yes,no,telephone,jul,fri
545,40,admin.,married,university.degree,unknown,no,no,cellular,nov,mon
546,26,student,single,university.degree,no,no,yes,cellular,aug,fri
547,32,self-employed,divorced,professional.course,no,yes,no,telephone,jun,mon
548,54,unemployed,divorced,high.school,no,no,yes,cellular,oct,mon
549,36,admin.,single,high.school,no,yes,yes,telephone,may,mon
550,38,entrepreneur,single,basic.4y,no,yes,yes,cellular,apr,mon
551,37,services,married,basic.9y,no,no,yes,cellular,may,thu
552,45,technician,married,university.degree,unknown,yes,no,telephone,may,tue
553,37,services,divorced,high.school,no,yes,no,telephone,jun,tue
554,41,services,divorced,high.school,no,yes,no,cellular,may,fri
555,34,admin.,single,high.school,no,yes,no,cellular,aug,tue
556,36,admin.,single,high.school,no,yes,no,cellular,may,thu
557,38,admin.,married,university.degree,no,yes,no,cellular,aug,tue
558,25,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed
559,54,technician,married,high.school,no,no,no,telephone,jun,fri
560,42,technician,married,professional.course,unknown,yes,no,cellular,jul,mon
561,50,admin.,married,professional.course,no,no,no,cellular,jul,tue
562,42,housemaid,married,university.degree,no,yes,no,telephone,nov,mon
563,26,unemployed,married,high.school,no,yes,no,telephone,may,mon
564,34,admin.,married,university.degree,no,yes,no,cellular,may,wed
565,36,services,married,high.school,no,yes,no,cellular,oct,fri
566,41,self-employed,single,university.degree,no,yes,no,telephone,may,wed
567,54,services,married,high.school,unknown,no,no,cellular,apr,fri
568,32,self-employed,single,university.degree,no,yes,no,cellular,apr,thu
569,31,services,married,high.school,unknown,yes,no,telephone,jun,thu
570,52,services,married,basic.6y,no,no,yes,cellular,apr,mon
571,46,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,thu
572,30,technician,single,professional.course,no,yes,no,cellular,may,thu
573,33,admin.,married,university.degree,no,yes,no,cellular,jul,wed
574,30,admin.,married,university.degree,no,yes,yes,telephone,jul,tue
575,43,management,married,high.school,no,yes,yes,cellular,nov,mon
576,37,technician,single,university.degree,no,no,no,cellular,jun,tue
577,29,blue-collar,married,professional.course,no,no,no,cellular,jul,wed
578,40,entrepreneur,divorced,university.degree,no,no,no,telephone,jun,mon
579,35,blue-collar,single,basic.4y,unknown,yes,no,cellular,may,mon
580,31,admin.,divorced,high.school,no,no,no,cellular,may,mon
581,28,blue-collar,married,basic.9y,no,no,no,telephone,jul,tue
582,39,technician,married,professional.course,no,no,no,telephone,may,tue
583,42,admin.,married,high.school,no,yes,no,cellular,may,fri
584,31,services,single,high.school,no,no,yes,cellular,may,tue
585,33,technician,single,professional.course,no,no,yes,cellular,aug,tue
586,57,unknown,married,basic.6y,no,no,no,cellular,jul,fri
587,27,student,single,unknown,unknown,yes,no,cellular,apr,thu
588,52,entrepreneur,married,basic.9y,no,yes,yes,telephone,may,fri
589,28,services,married,high.school,no,no,no,telephone,jun,tue
590,48,management,married,university.degree,no,yes,yes,cellular,nov,tue
591,49,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue
592,33,services,married,high.school,no,no,no,telephone,jun,fri
593,48,admin.,married,high.school,no,yes,no,cellular,aug,wed
594,44,admin.,divorced,high.school,no,yes,no,telephone,nov,mon
595,43,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue
596,31,admin.,married,basic.9y,no,no,no,telephone,may,thu
597,36,blue-collar,married,basic.6y,no,unknown,unknown,telephone,jun,fri
598,29,admin.,married,high.school,no,yes,no,cellular,jul,tue
599,53,retired,divorced,basic.4y,unknown,no,yes,cellular,jul,tue
600,34,technician,married,professional.course,no,yes,no,cellular,jul,wed
601,24,technician,single,basic.9y,no,no,no,telephone,jun,fri
602,32,self-employed,married,university.degree,no,no,no,telephone,jun,thu
603,30,technician,single,university.degree,unknown,yes,no,cellular,aug,thu
604,34,technician,divorced,professional.course,no,yes,no,cellular,apr,wed
605,43,self-employed,single,high.school,unknown,no,no,cellular,may,wed
606,56,management,married,university.degree,no,no,no,telephone,apr,fri
607,58,management,married,university.degree,no,no,no,cellular,may,thu
608,31,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed
609,60,retired,married,professional.course,no,yes,no,telephone,jun,thu
610,43,management,married,university.degree,unknown,yes,yes,cellular,jul,mon
611,37,management,divorced,university.degree,no,yes,no,cellular,nov,wed
612,36,technician,married,high.school,no,no,no,cellular,apr,mon
613,33,retired,married,high.school,no,yes,no,cellular,may,tue
614,38,admin.,single,basic.9y,unknown,yes,no,telephone,jun,wed
615,32,services,single,high.school,no,no,no,telephone,may,wed
616,39,blue-collar,married,basic.4y,no,no,no,telephone,jul,tue
617,62,retired,married,high.school,no,no,no,cellular,oct,wed
618,35,technician,married,professional.course,no,yes,yes,cellular,oct,wed
619,30,blue-collar,single,basic.4y,no,no,no,cellular,jul,mon
620,37,admin.,married,university.degree,no,yes,no,telephone,jul,tue
621,43,admin.,married,high.school,no,no,no,telephone,jul,tue
622,41,technician,single,university.degree,unknown,yes,no,telephone,may,thu
623,33,housemaid,married,high.school,no,unknown,unknown,telephone,jun,wed
624,57,admin.,divorced,university.degree,no,yes,no,cellular,nov,thu
625,45,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue
626,27,services,single,high.school,no,yes,no,cellular,jul,thu
627,31,management,married,university.degree,no,yes,no,cellular,nov,mon
628,33,admin.,single,university.degree,no,yes,no,cellular,apr,mon
629,35,admin.,single,basic.4y,unknown,no,no,telephone,may,wed
630,28,services,married,high.school,no,yes,yes,cellular,jul,wed
631,37,management,married,unknown,no,yes,no,cellular,nov,thu
632,39,entrepreneur,married,university.degree,no,yes,no,telephone,jun,wed
633,25,blue-collar,single,professional.course,no,yes,no,cellular,jun,tue
634,38,admin.,married,university.degree,no,no,no,cellular,aug,tue
635,33,blue-collar,married,basic.9y,no,no,no,telephone,may,wed
636,66,blue-collar,married,unknown,no,yes,no,cellular,may,wed
637,41,management,married,unknown,unknown,no,yes,telephone,jun,thu
638,50,housemaid,married,basic.4y,no,no,no,cellular,aug,mon
639,34,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue
640,39,technician,married,professional.course,no,yes,no,cellular,may,thu
641,28,technician,single,professional.course,no,yes,no,telephone,may,fri
642,37,blue-collar,married,high.school,no,yes,no,cellular,may,fri
643,46,blue-collar,single,basic.4y,no,unknown,unknown,cellular,apr,fri
644,27,unemployed,married,high.school,no,yes,no,cellular,may,mon
645,51,services,single,high.school,unknown,no,no,telephone,may,mon
646,57,services,married,high.school,no,no,no,cellular,aug,tue
647,38,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed
648,42,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,tue
649,55,retired,married,basic.4y,unknown,yes,no,cellular,jul,fri
650,28,admin.,married,university.degree,no,unknown,unknown,telephone,may,tue
651,39,technician,single,professional.course,no,no,no,telephone,may,tue
652,45,services,divorced,basic.4y,no,no,yes,cellular,apr,thu
653,58,unemployed,married,university.degree,no,yes,no,cellular,nov,thu
654,38,admin.,married,high.school,unknown,yes,no,telephone,may,mon
655,34,admin.,married,university.degree,no,yes,no,cellular,sep,mon
656,25,technician,single,professional.course,no,yes,no,cellular,jul,mon
657,30,services,married,high.school,unknown,yes,no,cellular,jul,wed
658,37,technician,married,professional.course,no,yes,no,cellular,jul,fri
659,35,management,married,university.degree,no,no,yes,cellular,aug,fri
660,28,services,single,unknown,no,yes,no,cellular,may,tue
661,46,services,married,professional.course,no,no,no,telephone,may,fri
662,57,blue-collar,married,basic.4y,no,yes,yes,telephone,may,tue
663,53,retired,divorced,high.school,no,no,yes,telephone,may,thu
664,31,admin.,married,university.degree,no,yes,yes,cellular,nov,wed
665,36,admin.,divorced,high.school,no,no,no,cellular,apr,tue
666,58,technician,married,professional.course,unknown,yes,no,cellular,apr,mon
